ElectDist,cvap
36026,1222.438120586664
36027,1693.9217193993609
36028,1129.0856254669445
36029,1175.3750126361847
36030,1226.299151466881
36031,1232.1241977214813
36032,1542.742102153624
36033,788.3805140212112
36034,1335.4100777469575
36035,1130.575985379517
36036,517.9521778076887
36037,1210.2743866741657
36038,1331.8612603209751
36039,1030.1899740690944
36040,1195.261576411333
36041,1273.3552409794527
36042,1563.890223191139
36043,91.18098220229149
36044,86.13649659769004
36045,1239.3004647493362
36046,876.8703636259537
36047,579.6574584245682
36048,1122.761340791336
36049,993.654559135437
36050,1150.3945557326078
36051,1175.3862447701395
36052,1093.0004152655602
36053,1224.636948359875
36054,1816.8708998262882
36055,1482.8226279993767
36056,918.7116573840362
36057,1380.66116513136
36058,1559.5677100627001
36059,1510.3002265452628
36060,386.3524724689327
36061,1332.9505272498304
36062,1211.9836535453796
36063,1116.4150185654355
36064,1497.7363889880353
36065,307.7848102450371
36066,774.9877272691934
36067,969.744453728199
36068,61.48027529198268
36069,11.526965239085257
36070,55.507814548909664
36071,0.0
36072,1258.0162355856119
36073,797.131500467658
36074,1327.9840117560852
36075,1095.485394448042
36076,951.8599638967872
36077,1228.9354494512081
36078,1107.3436814900672
36079,706.6653502136469
36080,962.209538726523
36081,1240.719435364729
36082,1314.709675861289
36083,694.851955562408
37001,1185.0966166908088
37003,1109.2441984374345
37007,494.828995565219
37008,425.99874957792537
37009,707.9818713014922
37010,727.934709375305
37011,1077.6591600272513
37012,514.6173893048982
37013,653.0768169314644
37014,526.0349437669034
37015,586.2523335963488
37016,552.0075216932963
37017,1047.6712949573994
37018,1768.4461526008085
37019,1463.7184145264057
37020,744.3790385089815
37021,857.989991841712
37023,2670.8594673033413
37024,2423.246680726625
37025,1178.8602250516415
37026,422.67794547090307
37027,1652.4712429675776
37028,654.1094429083169
37029,739.4185878932476
37030,690.8362287282944
37031,1064.9696247726679
37032,985.150388404727
37033,1452.5500288680196
37034,449.5686495983973
37035,412.0946388842163
37036,1469.0944395661354
37037,1127.4594683510024
37038,850.2454010316967
37039,1306.8282575309277
37040,1.8400172649535307e-05
37041,797.5543605014682
37042,1499.821010622536
37043,1805.4179458104047
37044,1105.7827698263693
37045,1155.3592471331358
37046,1610.037440740504
37047,1529.678950866896
37048,1726.385462163543
37049,1579.8754246600893
37050,1384.0228155881484
37051,258.4456872436225
37052,613.6299950916112
37053,463.6774111390114
37054,1186.1396212536674
37055,25.187637934542828
37056,1121.000597017646
37057,1511.5861103687787
37058,1364.0913246051327
37059,1705.3431136211827
37060,98.612493551451
37061,1289.869268849492
37062,1135.2567294501155
37063,758.4946704208851
37064,784.9031030120893
37065,824.1337560223479
37066,29.94779871031642
37067,1200.3368084821875
37068,1358.8013066163926
37069,0.0
37070,0.0
37073,160.44652410107648
37074,8.636624674517986
37075,871.5732940435411
37076,1049.3737687340831
37077,1154.817454174161
37078,252.89420112883002
37080,880.9677289426327
37081,939.7609455492354
37082,1095.815635330975
37083,1245.0282658903916
37084,1672.9336640419585
37085,1281.1246741598077
37086,1175.7176081575453
37087,1695.2194966601119
37088,629.1280833229232
38001,1484.6852577828272
38002,1063.8191074728966
38003,1367.9148929000678
38004,1381.6602838393073
38005,1655.074259457533
38006,1023.3675061040282
38007,1091.267497293997
38008,1401.2349598334063
38009,1566.8661528735875
38010,1598.8827697068384
38011,11.978285262990473
38012,1108.0667993575335
38013,843.3530964925885
38014,1531.2838405867174
38015,463.9691464175121
38016,1718.0438677676261
38017,1789.7872518557476
38018,1479.746851970185
38019,959.876198766177
38020,348.9182025353293
38021,531.8457303345203
38022,287.2844140064885
38023,1149.0164023637772
38024,1194.882989704609
38025,850.2153951783473
38026,1048.187253998347
38027,943.4359467422116
38028,1298.8934957385063
38029,880.3435300366821
38030,1335.313544109431
38031,2242.93313042163
38032,1577.61056196156
38035,595.0926275051037
38036,530.3092368174233
38037,991.7746371933683
38038,946.2206987672427
38039,1076.0259270784527
38040,1316.7419633418322
38041,1431.2096445187926
38042,1684.1476560453868
38043,911.4944366112641
38044,1222.3468714400608
38045,778.9918635932183
38046,920.1807176512899
38047,1127.3565986711158
38049,1419.5553089870648
38050,1062.5346222358662
38051,1370.8902740134363
38052,1281.8894650489092
38053,321.3928126251125
38054,1933.0888485610485
38055,1347.1182385765187
38056,1260.0404261702554
38057,1277.8823370486498
38059,1727.7852269111916
38060,0.9351482968118887
38062,1570.6609643272398
38063,1626.3196787865327
38064,857.5851175785065
38065,864.2967966251416
38066,1220.1403597146273
38067,1438.1242224698876
38068,800.705810047788
38069,1003.3842367046979
38070,1276.281688094139
38071,1349.8755181396975
39001,1589.859000056982
39002,1841.556889240068
39003,1325.7881421911295
39004,1107.108712285757
39005,1032.183847532462
39006,1215.2375829480588
39007,1519.1374561924245
39008,678.9194105712123
39009,1344.6991322452673
39010,1225.9524170161385
39011,1350.5121107491698
39012,1101.071755181998
39013,816.6699598679189
39014,934.5467232018709
39015,917.9104999706108
